username,created_at,text
YuQiong9105,2024-08-29 18:07:17+00:00,@gucci I love him
CoreenKool21748,2024-08-29 18:00:05+00:00,@crimsonzhan @gucci Zhan 2025 #XiaoZhanxGucci Zhan the the  as #GucciSS25 Spring
Lisisi0529,2024-08-29 17:37:40+00:00,@gucci 好帅😍😍😍
ZujqgPyG6l79331,2024-08-29 17:26:53+00:00,@gucci 🫰
luv_zhan,2024-08-29 17:26:42+00:00,"@gucci Xiao zhan looks stunning in Gucci ❤❤. The best global brand ambassador 💪🔥❤
#XiaoZhan  #XiaoZhanxGucci 
#GucciSS25 https://t.co/tksA5cW3Dm"
xzgg1005_,2024-08-29 17:20:59+00:00,@gucci I love xiaozhan🥰🥰
zhngqn949223802,2024-08-29 17:16:02+00:00,@gucci ❤️❤️❤️❤️❤️❤️XIAO ZHAN
ThuPham0127,2024-08-29 17:12:10+00:00,@gucci I love it https://t.co/71SEPsUE0q
ThuPham0127,2024-08-29 17:12:09+00:00,@gucci #XiaoZhan looks so stylish so charismatic with @gucci https://t.co/7gorhOwH7n
YanJieLiao2,2024-08-29 17:11:12+00:00,@gucci Amazing Xiao Zhan
Tiziana29986004,2024-08-30 20:19:07+00:00,"@gucci @gulfkanawut We are proud of you for being who you are. 🥰🥰🥰

THE FACE GUCCI BA GULF  
#GucciFW24xGulf
#GucciFW24 #Gucci
#GulfKanawut
#GulfBAGucci"
GulfTing17,2024-08-30 11:30:51+00:00,"@gucci @gulfkanawut เธอ ดูดีมากก สมเป็นแบรนด์แอม
#GucciFW24xGulf 
#GucciFW24 
@Gucci #Gucci 
#Gulfkanawut
#กลัฟคณาวุฒิ @gulfkanawut"
LiyingW1217,2024-08-30 11:07:23+00:00,@gucci @gulfkanawut 👏👏👏❤️💚
Prapapo34829280,2024-08-30 07:39:57+00:00,"@gucci @gulfkanawut So proud of you 
@gulfkanawut  
#Gulfkanawut 
#กลัฟคณาวุฒิ"
Nee44715523,2024-08-30 06:00:57+00:00,"@gucci @gulfkanawut Good Afternoon Gulf
#GucciFW24xGulf #GucciFW24 #Gucci #GulfBAGucci​ #GulfKanawut
@gulfkanawut"
prapaporn_t,2024-08-30 02:29:08+00:00,"@gucci @gulfkanawut Beautiful Gucci boy
GULF KANAWUT
#GucciFW24xGulf 
#GucciFW24 
@Gucci #Gucci 
#Gulfkanawut
#กลัฟคณาวุฒิ"
lizzybabz,2024-08-30 00:20:44+00:00,"@gucci @gulfkanawut Very spectacular, 👌
Best Boy 
Everybody loves Gulf 🫠
Coolest Star 
Thai Handsome Treasure 😌"
KayPear93785542,2024-08-29 17:33:29+00:00,@gucci @gulfkanawut THANK YOU AND THANK YOU GUCCI AND SABATO DE SARNO ENTRUSTING GULF AS BA
myskyischanged,2024-08-29 14:17:40+00:00,@gucci @gulfkanawut ชุดนี้เท่มากอ่ะ ดีไซน์ดีมาก สวยมากค่ะ
mewgulf189898,2024-08-29 13:56:06+00:00,"@gucci @gulfkanawut Tão  lindo e perfeito,  um verdadeiro tesouro !! Amooo D + .

#GucciFW24xGulf 
#GucciFW24 #Gucci 
#GulfBAGucci​ #GulfKanawut
@gulfkanawut"
OrnotWinter,2024-08-29 06:29:39+00:00,"@gucci Thank you so much!
He is so fine ❤️

#GucciFW24xGulf 
#GucciFW24 
#Gucci 
#Gulfkanawut
#กลัฟคณาวุฒิ @gulfkanawut"
Kanapawu,2024-08-28 23:49:05+00:00,"@gucci @gulfkanawut #GucciFW24xGulf 
#GucciFW24 
@Gucci #Gucci 
#Gulfkanawut
#กลัฟคณาวุฒิ @gulfkanawut"
WuvGulf1997,2024-08-28 05:49:06+00:00,"@gucci @gulfkanawut Thank you so much 💚 ❤️ 

#GucciFW24xGulf 
#GucciFW24 
@Gucci #Gucci 
#Gulfkanawut
#กลัฟคณาวุฒิ @gulfkanawut"
Yossie_22,2024-08-28 02:58:10+00:00,"@gucci @gulfkanawut Thank You so much ♥️💚 
@gulfkanawut 
#GulfKanawut"
hanniekana,2024-08-27 07:21:59+00:00,"@gucci @DicreDaniela @gulfkanawut Thank u so much ❤️💚

#GucciFW24 
#GulfKanawut #Gucci
@gulfkanawut @gucci"
Rachina_hope,2024-08-26 20:40:20+00:00,@dractinia @gucci @gulfkanawut https://t.co/aCh4zjK1a9
dractinia,2024-08-26 18:07:49+00:00,"@gucci @gulfkanawut so you are endorsing this kind of behaviour? your BA sings violent threats using your name. revolting!
""wanna wear Gucci and run up to kick you in the face
jump and double stomp, then I flex and pose
wanna leave a footprint on your cheek"""
Just4uMe,2024-08-26 14:23:04+00:00,"@gucci This look is giving me life! Gulf, you’re amazing! 

THE FACE GUCCI BA GULF
#GulfKanawut
#Gucci 
#GucciFW24xGulf
#GucciFW24
@gulfkanawut
@gucci"
Just4uMe,2024-08-26 14:22:16+00:00,"@gucci Always slaying, never failing! 💯

THE FACE GUCCI BA GULF
#GulfKanawut
#Gucci 
#GucciFW24xGulf
#GucciFW24
@gulfkanawut
@gucci"
arun_rntyagi4,2024-08-26 06:35:09+00:00,@gucci @gulfkanawut Check out this insightful guide on how to create a website that effectively tells your brand’s story. Read the full article here:  https://t.co/84Vzr4vuzy
newserina2,2024-08-25 19:55:33+00:00,"@gucci @gulfkanawut Danke schön 🙏❤️ 

#GucciFW24xGulf 
#GucciFW24 
@Gucci #Gucci 
#Gulfkanawut
#กลัฟคณาวุฒิ @gulfkanawut"
MartaGo84661104,2024-08-25 19:50:40+00:00,"@gucci @gulfkanawut Bello mi Principe
#GucciFW24xGulf
#GucciFW24
#Gucci"
Patrici38702152,2024-08-25 08:08:57+00:00,@gucci @gulfkanawut Su mejor modelo🌻🤴❤❤👏👏👏 #GucciFW24xGulf #GucciFW24 #Gucci @gucci @gulfkanawut #GulfKanawut
alexaferrey09,2024-08-25 06:59:59+00:00,"@gucci @gulfkanawut Hermoso GULF KANAWUT 
Brand  Ambassador de la mejor marca Gucci, modelando una colección de Sábato de Sarno's 
@gulfkanawut 
#GulfKanawut 
@gucci 
#Gucci
#GucciFW24xGulf"
CemplukDen5131,2024-08-25 05:43:23+00:00,"@gucci @gulfkanawut Proud of you
#GucciFW24xGulf
#GulfBAGucci
#Gucci #GulfKanawut"
DreamLightAngel,2024-08-25 02:41:09+00:00,"@gucci @gulfkanawut Congratulations!!!! I know you can do it 💪🏼 Very proud of you ☺️ 
A sincere effort will give you greatest achievement @gulfkanawut  ♥️"
Candyluxz,2024-08-25 01:14:20+00:00,@gucci @gulfkanawut Stunning pictures 🤩 Gucci boy https://t.co/ZEz1LCZjP6
dwyani1979,2024-08-24 20:29:46+00:00,"@gucci @gulfkanawut I'm proud of you for all that you are, not just all that you do.
@gucci
#Gucci
@gulfkanawut
#GulfKanawut"
KRaspberry4,2024-08-24 18:50:49+00:00,"@gucci @gulfkanawut May you enjoy many moments of celebrations like this one. You deserve it @gulfkanawut 

#Gucci 
#GulfKanawat 
#GucciFW24xGulf"
DramaFeverDFW,2024-08-24 18:39:49+00:00,@gucci @gulfkanawut Congratulations on this amazing success. I didn’t doubt for a second that you could do it. Let it be the first of many!
ForKanawut,2024-08-24 17:16:49+00:00,@gucci @gulfkanawut ❤️Gulf ❤️ #GulfKanawut
Just4uMe,2024-08-24 16:57:58+00:00,"@gucci Gulf Kanawut + Gucci = The ultimate style duo

THE FACE GUCCI BA GULF
#GulfKanawut
#Gucci 
#GucciFW24xGulf
#GucciFW24
@gulfkanawut
@gucci"
Just4uMe,2024-08-24 16:57:16+00:00,"@gucci Gulf Kanawut is the perfect ambassador for Gucci’s style.

THE FACE GUCCI BA GULF
#GulfKanawut
#Gucci 
#GucciFW24xGulf
#GucciFW24
@gulfkanawut
@gucci"
kana12043,2024-08-24 16:21:31+00:00,"@gucci @gulfkanawut Thank you so much💚♥️

#GucciFW24xGulf 
#GucciFW24 
#Gucci 
@gucci
 
#GulfKanawut
#GulfBAGucci
@gulfkanawut"
Thida02901690,2024-08-24 15:19:01+00:00,@gucci @gulfkanawut https://t.co/NznoOwESUb
Thida02901690,2024-08-24 15:18:53+00:00,@gucci @gulfkanawut https://t.co/bGztZBUjKN
gulfielilbaby,2024-08-24 15:15:31+00:00,"@gucci @gulfkanawut thank you so much ♥️

#GucciFW24xGulf
#Gucci #GucciFW24 
#GulfKanawut"
Avalore_8,2024-08-24 14:44:03+00:00,"@gucci @gulfkanawut perfect combination!! 💚❤️

#GucciFW24xGulf 
#GucciFW24 
@Gucci #Gucci 
#Gulfkanawut
#กลัฟคณาวุฒิ @gulfkanawut"
Sol71cdh,2024-08-24 14:32:56+00:00,"@gucci @gulfkanawut Excelencia y calidad Gulf y Gucci perfecto 👌 
THE FACE GUCCI BA GULF
#Gucci 
#GucciFW24xGulf
#GucciFW24
#GulfBAGucci
#GulfKanawut"
nonglek1128,2024-08-24 14:19:55+00:00,@gucci @gulfkanawut ❤️❤️❤️
NATTCattleya,2024-08-24 13:44:38+00:00,"@gucci @gulfkanawut thank you so much ka 😍❤️💚

#GucciFW24xGulf 
#GucciFW24 #Gucci 
#GulfBAGucci​ #GulfKanawut
@gulfkanawut"
anabelamont,2024-08-24 13:32:19+00:00,"@gucci @gulfkanawut Gulf looks so elegant and handsome with the outfit from the #Gucci  FW24 collection

#GucciFW24 
#GucciFW24xGulf  #GulfKanawut"
Kalasin77,2024-08-24 13:05:28+00:00,"@gucci @gulfkanawut 🙏 Thank you 

#GucciFW24xGulf 
#GucciFW24 #Gucci 
#GulfBAGucci​ #GulfKanawut
@gulfkanawut"
Anali27061802,2024-08-24 10:22:30+00:00,@gucci @gulfkanawut Wow!!! New collection with Gulf Kanawut. Thank you #Gucci ❤️❤️❤️❤️❤️❤️❤️❤️❤️
HOSHIORANI,2024-08-30 00:41:43+00:00,@gucci very nice
SmithGulf_,2024-08-31 09:09:10+00:00,@gucci @gulfkanawut 🌻♥️
Tiziana29986004,2024-08-30 20:21:22+00:00,"@gucci @gulfkanawut You're self-made and be proud It 👏👏👏👏👏

THE FACE GUCCI BA GULF  
#GucciFW24xGulf
#GucciFW24 #Gucci
#GulfKanawut
#GulfBAGucci"
LiyingW1217,2024-08-30 11:07:48+00:00,@gucci @gulfkanawut 👏❤️💚
Prapapo34829280,2024-08-30 07:40:43+00:00,"@gucci @gulfkanawut So handsome and cute 
#Gulfkanawut"
SDaengsook99149,2024-08-30 03:09:59+00:00,"@gucci @gulfkanawut Thank you so much 💚❤️

#GucciFW24xGulf 
#GucciFW24 #Gucci 
#GulfBAGucci​ #GulfKanawut
@gulfkanawut"
myskyischanged,2024-08-29 14:10:27+00:00,@gucci @gguulf @gulfkanawut So handsome 😍
Kanapawu,2024-08-28 23:49:30+00:00,"@gucci @gulfkanawut #GucciFW24xGulf 
#GucciFW24 
@Gucci #Gucci 
#Gulfkanawut
#กลัฟคณาวุฒิ @gulfkanawut"
Kanapawu,2024-08-28 23:49:25+00:00,"@gucci @gulfkanawut #GucciFW24xGulf 
#GucciFW24 
@Gucci #Gucci 
#Gulfkanawut
#กลัฟคณาวุฒิ @gulfkanawut"
Just4uMe,2024-08-26 14:25:19+00:00,"@gucci You make every outfit look runway ready!

THE FACE GUCCI BA GULF
#GulfKanawut
#Gucci 
#GucciFW24xGulf
#GucciFW24
@gulfkanawut
@gucci"
Just4uMe,2024-08-26 14:24:33+00:00,"@gucci Such a perfect blend of elegance and style.

THE FACE GUCCI BA GULF
#GulfKanawut
#Gucci 
#GucciFW24xGulf
#GucciFW24
@gulfkanawut
@gucci"
dandalako,2024-08-25 21:38:41+00:00,@gucci @JadePrecious11 @gulfkanawut 🤍🤍🤍✨✨✨🌱🌱🌱🤍🤍🤍🤍🌻🌻🌻🌻  #GulfKanawut
ben_iraduk,2024-08-25 12:25:11+00:00,@gucci @gulfkanawut gotta amizing bl3nd💥
DoKyung55088347,2024-08-25 10:01:18+00:00,@gucci @gulfkanawut ❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥
Candyluxz,2024-08-25 01:16:41+00:00,"@gucci @gulfkanawut Mr finest star, proud of you 
GULF KANAWUT 
#GucciFW24xGulf
#GucciFW24
#Gucci #GulfKanawut"
dwyani1979,2024-08-24 20:31:43+00:00,"@gucci @gulfkanawut Keep reaching for the stars and making your dreams come true. 
#Gucci
@gulfkanawut
#GulfKanawut"
trishfaith13,2024-08-24 19:58:46+00:00,"@gucci @gulfkanawut Well done! Your success is an inspiration to everyone. You have the skills and attitude to reach the stars.
@gulfkanawut"
KRaspberry4,2024-08-24 19:27:45+00:00,"@gucci @gulfkanawut Success is the sum of small efforts you repeat day after day. 

#GulfKanawut 
#Gucci 
#GucciFW24xGulf"
DramaFeverDFW,2024-08-24 18:40:33+00:00,@gucci @gulfkanawut Well done! Your success is an inspiration to everyone. You have the skills and attitude to reach the stars.
Just4uMe,2024-08-24 16:48:45+00:00,"@gucci Gulf in Gucci is everything!

THE FACE GUCCI BA GULF
#GulfKanawut
#Gucci 
#GucciFW24xGulf
#GucciFW24
@gulfkanawut
@gucci"
Just4uMe,2024-08-24 16:47:51+00:00,"@gucci Gucci FW24 collection is absolutely gorgeous!

THE FACE GUCCI BA GULF
#GulfKanawut
#Gucci 
#GucciFW24xGulf
#GucciFW24
@gulfkanawut
@gucci"
Thida02901690,2024-08-24 15:16:24+00:00,@gucci @Gupitae88 @gulfkanawut https://t.co/Hmu5bUpXZC
Thida02901690,2024-08-24 15:16:16+00:00,@gucci @Gupitae88 @gulfkanawut https://t.co/ET4NuML7Ei
nonglek1128,2024-08-24 11:30:36+00:00,@gucci @gulfkanawut ❤️❤️
hnhn91110,2024-08-24 10:35:55+00:00,"@gucci @gulfkanawut Thank you so much❤️

#GucciFW24xGulf
#GucciFW24 #Gucci
#GulfBAGucci #GulfKanawut
@gulfkanawut"
Anali27061802,2024-08-24 10:25:10+00:00,@gucci @gulfkanawut @gulfkanawut Brand Ambassador for @gucci new collection of Sabato de Sarno. Great 💪👏👏👏👏👏
