username,created_at,text
TCOBeautyIsArt,2024-08-30 02:06:20+00:00,@Dior My impressions of Dior are terrible. You support a rapist. https://t.co/C8PX97ILkV
wwg1wga0812,2024-08-30 00:05:04+00:00,@Dior https://t.co/BvTsiaBfNK
sasa_star4,2024-08-29 23:15:47+00:00,"@Dior Hello
Buy this NFT
You will surely profit many times because your name will appear on it.
Consider this NFT from the angels, then you will never lose.

https://t.co/0GbTiJpLl5"
mstkn_fr_a_prud,2024-08-29 18:08:20+00:00,@Dior These must be the worst red carpet looks ever and I'm being generous
JamesDinverno1,2024-08-30 21:40:33+00:00,"@Dior Draw’n Up 💫

Dingolay 🌀 Dingolay"
Toni_Island_,2024-08-30 18:27:19+00:00,@Dior 🙂
icegt2270426,2024-08-30 14:53:28+00:00,"@Dior We are so Exited to Announce that on our Shop Is Special Gift to Be Explore for Our Unique Customers who Discover Our Products for the First Time,Do Not Allow Yourself To Miss it Out And Discover Your Gift On Our Shop 🙌 👇

https://t.co/jCVEsLOnTq 

🌈🙌😊"
AidanBrisenyo,2024-08-30 14:19:05+00:00,@Dior She took off the wrong glove her hand tattoo is literally her signature
TCOBeautyIsArt,2024-08-30 13:01:48+00:00,@Dior My dream is for you to FIRE THE RAPIST. #DumpDepp #DiorSupportsAbuse https://t.co/6WHnqqgTZA
JerohnMc,2024-08-30 08:09:39+00:00,@Dior 🔥#Beastie https://t.co/qUreFZVU5l
