username,created_at,text
ningnyz_,2024-08-29 10:46:16+00:00,"@Versace ❤️❤️❤️

NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace"
aespachart,2024-08-29 10:45:52+00:00,"@Versace 🔥 Slay 

NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace"
_tokkinabi,2024-08-29 10:45:25+00:00,@Versace MY PRETTY GIRLIE
Lovie_Ning,2024-08-29 10:43:45+00:00,"@Versace Baby 

NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace"
ajaja_7,2024-08-29 10:38:48+00:00,@Versace @aespa_official repost this!
turtlewinz,2024-08-29 10:38:02+00:00,@Versace I want the bag
toz_0303,2024-08-29 10:37:24+00:00,@Versace NING😘
jsytes0339,2024-08-29 10:33:51+00:00,"@Versace StunNing❤️‍🔥❤️‍🔥

NINGNING FOR VERSACE KLEIO
#NINGNINGxVersaceKleio
#VersaceFW24 #NINGNING @Versace"
myneviexol,2024-08-29 10:29:37+00:00,@Versace pretty ningie!
Mira28209725,2024-08-28 11:34:26+00:00,@Versace Bft
