username,created_at,text
PiliRiveraPR,2024-08-28 17:32:52+00:00,@VogueFrance Claudia Schiffer 🔝🙌🏻🙌🏻🙌🏻
lcylu,2024-08-28 17:29:52+00:00,@VogueFrance Expectativa/realidad 😄🥰
Dasharadhi1999,2024-08-31 07:31:19+00:00,@wkorea It girl and Human Chanel
roxinaay,2024-08-31 06:49:13+00:00,@wkorea Human Chanel
TrapJoeyy,2024-08-30 02:50:29+00:00,@RollingStone Put them on the cover.
SuperFly_1986,2024-08-29 19:45:59+00:00,"@RollingStone back to work @romyreiner 
&amp; laundry on top of that🤷‍♂️"
HolyRock56,2024-08-29 19:00:11+00:00,@RollingStone https://t.co/OQk5erUody
BridgeMahone216,2024-08-30 20:22:30+00:00,@BritishVogue Of course it is 🥰🥰🥰🤩🤩🤩
JimAdisa,2024-08-30 20:15:30+00:00,@BritishVogue Trip https://t.co/Dc32eqsORm
Daisydreams01,2024-08-28 17:04:41+00:00,@RollingStone This woman is so gorgeous and talented.🔥🔥🔥
onunblocked,2024-08-28 17:04:01+00:00,@RollingStone Looking stunning!
martin7o2o,2024-08-28 16:58:43+00:00,@RollingStone Love her but why she is not acting anymore since Bones and all pretty much no new big projects for her.
kandircxot,2024-08-31 11:43:48+00:00,@untitledallure @saniyamushtaq_ buy me this😚😂
sunshine07700,2024-08-30 18:53:13+00:00,@untitledallure This color highlights the white hands💅
keistl_,2024-08-26 13:07:25+00:00,@PRADAXBBY @bini_stacey 🩷🩷
luckybabe1991,2024-08-26 11:40:27+00:00,@PRADAXBBY 😍💕💕💕💕
Carolyn680011,2024-08-26 08:47:08+00:00,@PRADAXBBY So pretty bags😘♥️🩷👍https://t.co/MpRk4fhFaU🤩😚
PhiThaGreat,2024-08-26 05:10:55+00:00,@PRADAXBBY Cool
lindseyconklin3,2024-08-26 03:15:33+00:00,@PRADAXBBY 🩷
CSchrenk49634,2024-08-26 02:03:53+00:00,@PRADAXBBY 👩‍🎤
badbitkay,2024-08-25 21:42:31+00:00,@PRADAXBBY All😍
sshadanii,2024-08-25 19:11:34+00:00,@PRADAXBBY @angela_vrdg
arezeme,2024-08-25 18:42:42+00:00,@PRADAXBBY No bence
chloedavct,2024-08-25 17:36:01+00:00,@PRADAXBBY Cuties
goddessofyouA,2024-08-25 16:51:29+00:00,@PRADAXBBY Subs reimburse!
Renatabatistass,2024-08-30 23:43:09+00:00,"@PRADAXBBY Lindissima, preciso de uma dessa"
dajshaaamarie,2024-08-30 20:10:35+00:00,@PRADAXBBY 😍😍
seilynelvld,2024-08-30 15:23:29+00:00,"@PRADAXBBY In my opinion, this is one of the best bags and suits my style on the channel, because the shape is cute like a puffer fish"
JupitersBindi,2024-08-30 11:56:12+00:00,@PRADAXBBY When she owns 2 of these in different colours but wants her rent paid 🤭🤭🤭🤭🤭🤭
catwomanoofc,2024-08-30 10:24:26+00:00,@PRADAXBBY so pretty
Carolyn680011,2024-08-30 08:58:39+00:00,@PRADAXBBY Lovely bags 😍🥰💝❣️😘https://t.co/MpRk4fhFaU🤩❤️💖
PrettyMilfyX,2024-08-30 02:23:17+00:00,@PRADAXBBY I love it
_Vivian_vc,2024-08-29 23:46:55+00:00,@PRADAXBBY 🩷
PhiThaGreat,2024-08-28 03:47:54+00:00,@PRADAXBBY Tough 🔥
MaryjRuth25040,2024-08-27 07:50:26+00:00,"@PRADAXBBY Banh bot loc, translucent dumplings made with tapioca flour and filled with shrimp and pork, are a specialty of central Vietnam."
jazzy_love01,2024-08-27 04:01:20+00:00,@PRADAXBBY Coral 🔥
vickyxexo,2024-08-27 03:56:33+00:00,@PRADAXBBY those chanel bags are . you're on top of the fashion game! https://t.co/QxEaCTJw81
AmanZehra326656,2024-08-27 01:22:04+00:00,@PRADAXBBY Beautiful color bgs❤️
Forevercurlybri,2024-08-26 23:54:48+00:00,@PRADAXBBY 🥺💗
qthaadon,2024-08-26 23:41:47+00:00,@PRADAXBBY 😍
spiderman21909,2024-08-26 22:32:07+00:00,@PRADAXBBY Can you watch my new YouTube short when it comes out on Sunday September 1 at 10:00am on Fraolzt6wv
Julia_nah_,2024-08-26 18:47:50+00:00,@PRADAXBBY Perfect
Yanahbb22,2024-08-26 17:52:39+00:00,@PRADAXBBY Tea
Carolyn680011,2024-08-26 08:46:16+00:00,@PRADAXBBY So pretty bag 🤩💝☺️https://t.co/MpRk4fhFaU🤩😍
Pony9785,2024-08-27 15:09:26+00:00,"@dramapotatoe Chanel boy
#WangYibo 💚 https://t.co/1ewymLNxbL"
paidheaux,2024-08-31 10:58:17+00:00,@khiamonique_ 😍 such a sweet girl fr so deserving go baby!
miaaliyahh,2024-08-31 08:05:13+00:00,@khiamonique_ Loveee this for you.
vaehdiiorfiles,2024-08-31 04:30:57+00:00,@khiamonique_ i love that for youuuu sis🥹🥹🥹
vaehdiiorfiles,2024-08-31 04:30:42+00:00,@khiamonique_ i need a quan
Lithilovely,2024-08-31 04:30:26+00:00,@khiamonique_ Good for you
amoraroyale,2024-08-31 04:27:12+00:00,@khiamonique_ awhhh so sweet💖
cry444liv,2024-08-31 04:17:11+00:00,@khiamonique_ i need to get rich
exclusivenajae,2024-08-31 02:49:03+00:00,@khiamonique_ love thissss 😫
theegirltayy,2024-08-31 02:34:05+00:00,@khiamonique_ 😍
the1nonlytricia,2024-08-31 02:27:32+00:00,@khiamonique_ Perioddtt
MiMi_Renee_,2024-08-31 02:18:30+00:00,@khiamonique_ Aww you deserve it all fr !!!! 🫶🏾
yessitsnia,2024-08-31 02:08:30+00:00,@khiamonique_ ohhh that’s rightttt quan 🥹🥹👏🏽
kingopp_mike,2024-08-31 01:59:31+00:00,@khiamonique_ Real 1🏆🐐🐐
theaniyamonae,2024-08-31 01:57:31+00:00,@khiamonique_ as he shoulddd sista
thatlibrat1006,2024-08-31 01:55:15+00:00,@khiamonique_ ik u was crying so bad 😭💕
blesssdbarb,2024-08-31 01:52:54+00:00,@khiamonique_ Love that for you cus out beating you was CRAZYYYYY😭😭
DevineShay29,2024-08-31 01:42:58+00:00,@khiamonique_ That’s too sweet 🥰
l0vergirlazha,2024-08-31 01:41:33+00:00,@khiamonique_ you deserve it 🤍
iiam_nyelle1,2024-08-31 01:40:03+00:00,@khiamonique_ Love this for you 🥰🥰
khiamonique_,2024-08-31 01:37:28+00:00,@businessbriyana every damn time! 😭
businessbriyana,2024-08-31 01:34:44+00:00,@khiamonique_ U cry every time lol love that for u ❤️🌹
khiamonique_,2024-08-31 01:33:39+00:00,but those 300 roses had me crying! my baby did his shitttt 🥹
TiaLW99,2024-08-31 01:32:23+00:00,@khiamonique_ Knew that Chanel from him was coming eventually 🥰💐🫶🏾
gangstaashii,2024-08-31 01:31:48+00:00,@khiamonique_ Period🤭
f95331,2024-08-29 19:29:01+00:00,@GoldenFashi 🤍❤️
GDrants,2024-08-29 12:26:32+00:00,@neeno992 @GoldenFashi ضروري توريني شكله
GDrants,2024-08-29 12:25:17+00:00,@neeno992 @GoldenFashi ماعمري جربته تدرين 😂 احسني اميلي قيلمور
b_nnop,2024-08-29 10:52:08+00:00,@GoldenFashi اوفر
MsBluebellss,2024-08-29 07:02:03+00:00,@LanasChart Ohahhaahhahahahaa
48_yumiri,2024-08-29 04:50:45+00:00,@bakssene @LanasChart Lana is the object of every woman's desire 💞✨
48_yumiri,2024-08-29 04:47:26+00:00,@LanasChart Lana looks best in CHANEL 🥰💞
isammy1010,2024-08-29 01:55:16+00:00,"@LanasChart Now I get it. Text read ""gift coming from house of Chanel."" 😏🫡. 
My lady, loves her some Lana Del Rey &amp; Lana promoting Chanel. Put 2+2 together🫠 
D*MN how lucky am i to have a lady who's always thinking of me(Very). Even while traveling abroad🫠. 
Congrats to Lana+Chanel👏👏👏"
JohnnyRivers33,2024-08-28 20:40:30+00:00,"@LanasChart When she said she was going country, country hats and boots sales in the US increased by 400%. Partially associated with Beyoncé as well."
bakssene,2024-08-28 18:54:56+00:00,"@LanasChart ""I swear to God if you become a fashion icon I'm gonna k1ll mys3lf"""
bakssene,2024-08-28 18:54:28+00:00,@LanasChart Oh Lana your impact in music and fashion
90s_00s_culture,2024-08-28 16:11:47+00:00,@fashionfaguette An iconic Claudia Schiffer 😍 https://t.co/3L86cO4eTt
heartbra1n,2024-08-30 00:19:12+00:00,@automecafe me gustas más.
heartbra1n,2024-08-30 00:18:54+00:00,"@automecafe me pongo timida cada que me dices cumplidos, eres tan precioso."
automecafe,2024-08-29 21:51:07+00:00,"@heartbra1n La más hermosa, me gustas."
automecafe,2024-08-29 21:50:06+00:00,@heartbra1n Eres el ejemplo perfecto de cómo la belleza y la elegancia pueden ir de la mano. No hay nadie como tú.
heartbra1n,2024-08-28 19:01:29+00:00,@rosaleaje https://t.co/MvQ88qV7VV
heartbra1n,2024-08-28 19:01:18+00:00,@rosaleaje te adoro 🤍
rosaleaje,2024-08-28 16:07:02+00:00,"@heartbra1n Hermosisima, Drey."
rosaleaje,2024-08-28 16:06:54+00:00,@heartbra1n Pero que bonitaaaaa.
heartbra1n,2024-08-28 05:47:12+00:00,@muselilies yo contigo cada que subes algo.
heartbra1n,2024-08-28 05:46:49+00:00,@muselilies te adoro 🤍
heartbra1n,2024-08-28 05:46:40+00:00,"@muselilies PERO, TU ERES MAS HERMOSA."
muselilies,2024-08-28 05:23:43+00:00,"@heartbra1n estoy embobada con todo, OMG."
muselilies,2024-08-28 05:23:27+00:00,"@heartbra1n bonita, bonita, bonita. 💘"
muselilies,2024-08-28 05:22:15+00:00,"@heartbra1n me encanta como se ve todo, ahora exijo tuto para nacer así de bella como tú. 😁🤍"
demenscaos,2024-08-28 02:35:00+00:00,@heartbra1n Yo igual te quiero.
heartbra1n,2024-08-28 02:30:23+00:00,"@ressvide te agradezco tanto el cumplido, cielo."
heartbra1n,2024-08-28 02:30:04+00:00,"@demenscaos como te quiero, mi elle."
heartbra1n,2024-08-28 02:29:41+00:00,@azalaces me halaga bastante saber eso y mas viniendo de una linda como tú.
heartbra1n,2024-08-28 02:16:15+00:00,"@marenchxnted TE ADORO, MI MAR."
heartbra1n,2024-08-28 02:16:07+00:00,"@delusioniceles gracias, preciosa 🤍"
demenscaos,2024-08-28 01:49:56+00:00,@heartbra1n La verdadera God Is a Woman 🤍.
heartbra1n,2024-08-28 01:42:08+00:00,"@galerialunar tus palabras me ponen muy feliz, te lo agradezco, cielo."
heartbra1n,2024-08-28 01:41:47+00:00,"@loveilable BASTA, ME PONGO TÍMIDA."
heartbra1n,2024-08-28 01:41:36+00:00,"@imperialroses_ mas bonita tú, corazón."
marenchxnted,2024-08-28 01:35:41+00:00,"@heartbra1n Que preciosa eres, mujercita. 🩷"
delusioniceles,2024-08-28 01:02:26+00:00,"@heartbra1n ¡QUÉ GUAPÍSIMA! te ves muy bella, Dioses 🥺💗"
azalaces,2024-08-28 00:58:35+00:00,@heartbra1n Muy encantadora luces. ❤
galerialunar,2024-08-28 00:32:15+00:00,"@heartbra1n Demasiado encantadora, el orden y paz visual de tu edición es hermosa. Muy delicada. 🤍"
ressvide,2024-08-28 00:14:18+00:00,@heartbra1n que preciosa te ves.
loveilable,2024-08-27 23:47:58+00:00,"@heartbra1n DIOS MIO, COMO PUEDES SER TAN HERMOSA?! 🤍"
imperialroses_,2024-08-27 23:43:45+00:00,@heartbra1n Qué bonita. 🫶🏻
heartbra1n,2024-08-27 23:42:50+00:00,https://t.co/hsW3LEW7Qq
